route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name
20,SO-H19-SO_GTFS-Dimanche-01,3539848-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,8
20,SO-H19-SO_GTFS-Samedi-01,3539849-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,10
20,SO-H19-SO_GTFS-Dimanche-01,3539849-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,10
20,SO-H19-SO_GTFS-Samedi-01,3539850-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,12
20,SO-H19-SO_GTFS-Dimanche-01,3539850-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,12
20,SO-H19-SO_GTFS-Samedi-01,3539851-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,14
20,SO-H19-SO_GTFS-Dimanche-01,3539851-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,14
20,SO-H19-SO_GTFS-Samedi-01,3539852-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,16
20,SO-H19-SO_GTFS-Dimanche-01,3539852-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,16
20,SO-H19-SO_GTFS-Samedi-01,3539853-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,1
20,SO-H19-SO_GTFS-Dimanche-01,3539853-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,1
20,SO-H19-SO_GTFS-Samedi-01,3539854-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,3
20,SO-H19-SO_GTFS-Dimanche-01,3539854-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,3
20,SO-H19-SO_GTFS-Samedi-01,3539855-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,5
20,SO-H19-SO_GTFS-Dimanche-01,3539855-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,5
20,SO-H19-SO_GTFS-Samedi-01,3539856-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,7
20,SO-H19-SO_GTFS-Dimanche-01,3539856-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,7
20,SO-H19-SO_GTFS-Samedi-01,3539857-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,9
20,SO-H19-SO_GTFS-Dimanche-01,3539857-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,9
20,SO-H19-SO_GTFS-Samedi-01,3539858-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,11
20,SO-H19-SO_GTFS-Dimanche-01,3539858-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,11
20,SO-H19-SO_GTFS-Samedi-01,3539859-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,13
20,SO-H19-SO_GTFS-Dimanche-01,3539859-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,13
20,SO-H19-SO_GTFS-Samedi-01,3539860-SO-H19-SO_GTFS-Samedi-01,Direction Ouest - boul. de Melocheville,1,200048,15
20,SO-H19-SO_GTFS-Dimanche-01,3539860-SO-H19-SO_GTFS-Dimanche-01,Direction Ouest - boul. de Melocheville,1,200048,15
98,SO-H19-SO_GTFS-Semaine-03,3539861-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,4
98,SO-H19-SO_GTFS-Semaine-03,3539862-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,22
98,SO-H19-SO_GTFS-Semaine-03,3539863-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,24
98,SO-H19-SO_GTFS-Semaine-03,3539864-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980006,26
98,SO-H19-SO_GTFS-Semaine-03,3539865-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,6
98,SO-H19-SO_GTFS-Semaine-03,3539866-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,8
98,SO-H19-SO_GTFS-Semaine-03,3539867-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,10
98,SO-H19-SO_GTFS-Semaine-03,3539868-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,12
98,SO-H19-SO_GTFS-Semaine-03,3539869-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,14
98,SO-H19-SO_GTFS-Semaine-03,3539870-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,16
98,SO-H19-SO_GTFS-Semaine-03,3539871-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,18
98,SO-H19-SO_GTFS-Semaine-03,3539872-SO-H19-SO_GTFS-Semaine-03,Direction Montréal - Kahnawake,0,980005,20
98,SO-H19-SO_GTFS-Semaine-03,3539873-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,980007,2
22,SO-H19-SO_GTFS-Semaine-03,3539874-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,220088,2
22,SO-H19-SO_GTFS-Semaine-03,3539875-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,220088,4
22,SO-H19-SO_GTFS-Semaine-03,3539876-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,220088,6
22,SO-H19-SO_GTFS-Semaine-03,3539877-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,220088,8
22,SO-H19-SO_GTFS-Semaine-03,3539878-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,220089,1
22,SO-H19-SO_GTFS-Semaine-03,3539879-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,220089,3
22,SO-H19-SO_GTFS-Semaine-03,3539880-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,220089,5
22,SO-H19-SO_GTFS-Semaine-03,3539881-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,220089,7
32,SO-H19-SO_GTFS-Semaine-03,3539882-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,4
32,SO-H19-SO_GTFS-Semaine-03,3539883-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,22
32,SO-H19-SO_GTFS-Semaine-03,3539884-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,24
32,SO-H19-SO_GTFS-Semaine-03,3539885-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,26
32,SO-H19-SO_GTFS-Semaine-03,3539886-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,30
32,SO-H19-SO_GTFS-Semaine-03,3539887-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,32
32,SO-H19-SO_GTFS-Semaine-03,3539888-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,34
32,SO-H19-SO_GTFS-Semaine-03,3539889-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,36
32,SO-H19-SO_GTFS-Semaine-03,3539890-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,38
32,SO-H19-SO_GTFS-Semaine-03,3539891-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,40
32,SO-H19-SO_GTFS-Semaine-03,3539892-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,42
32,SO-H19-SO_GTFS-Semaine-03,3539893-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,6
32,SO-H19-SO_GTFS-Semaine-03,3539894-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,44
32,SO-H19-SO_GTFS-Semaine-03,3539895-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,46
32,SO-H19-SO_GTFS-Semaine-03,3539896-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,48
32,SO-H19-SO_GTFS-Semaine-03,3539897-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,50
32,SO-H19-SO_GTFS-Semaine-03,3539898-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,52
32,SO-H19-SO_GTFS-Semaine-03,3539899-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,54
32,SO-H19-SO_GTFS-Semaine-03,3539900-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,56
32,SO-H19-SO_GTFS-Semaine-03,3539901-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,58
32,SO-H19-SO_GTFS-Semaine-03,3539902-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,8
32,SO-H19-SO_GTFS-Semaine-03,3539903-SO-H19-SO_GTFS-Semaine-03,Direction Montréal,0,320016,10
